customer_id,signup_date,country,revenue ,score,email,notes,plan,age,last_login ,channel,is_active
CUST-000793-9463,2024-09-16,UA,3163.19,65.0,,expansion opportunity,enterprise,20,2026-03-22 12:15:00,referral,false
CUST-000794-7581,25/01/2023,PL,3718.40,69.6,,renewal at risk,free,29,2024-05-04 20:14:00,email,false
CUST-000795-5998,"Nov 14, 2024",PL,1814.89,62.3,,champion in finance team,enterprise,38,2025-12-22 01:12:00,social,false
CUST-000796-3500,05/03/2023,US,2053.63,76.6,,follow up next quarter,free,41,2023-07-30 22:28:00,referral,true
CUST-000797-4256,2023-03-03,PL,2954.73,64.0,,renewal at risk,pro,52,2023-06-29 10:44:00,paid,true
CUST-000798-7168,27/12/2023,DE,938.03,61.6,ivan798@example.com,expansion opportunity,pro,48,2025-01-07 00:17:00,social,true
CUST-000799-2383,"Apr 08, 2023",UA,3793.64,74.4,,expansion opportunity,enterprise,27,2024-10-05 22:09:00,referral,true
CUST-000800-9544,10/09/2024,PL,3130.35,66.5,,champion in finance team,pro,30,2025-10-21 15:01:00,email,true
CUST-000801-4374,"Apr 21, 2024",UA,812.96,57.1,,follow up next quarter,enterprise,22,2024-04-26 13:12:00,referral,true
CUST-000802-3430,"Jul 13, 2023",DE,2557.49,75.7,,needs onboarding call,enterprise,19,2023-09-30 03:22:00,referral,false
CUST-000803-9376,31/05/2023,US,411.32,64.9,,high-value lead,free,34,2024-08-09 06:25:00,paid,true
CUST-000804-9693,23/09/2024,US,4119.55,74.3,,high-value lead,free,39,2025-04-13 10:55:00,organic,false
CUST-000805-7133,"May 11, 2024",UA,4981.52,79.1,,expansion opportunity,pro,28,2024-12-20 18:28:00,paid,true
CUST-000806-7576,"Nov 11, 2024",PL,3559.08,78.8,,follow up next quarter,pro,31,2025-10-05 18:28:00,organic,true
CUST-000807-1176,23/12/2023,US,1512.66,79.0,,needs onboarding call,trial,42,2024-12-02 04:28:00,organic,true
CUST-000808-7398,"Dec 12, 2024",US,531.39,58.4,,high-value lead,pro,42,2025-05-15 00:50:00,paid,true
CUST-000809-9301,"Mar 05, 2024",UA,2795.03,57.3,,champion in finance team,enterprise,73,2024-10-16 10:38:00,referral,true
CUST-000810-5778,2024-03-18,UA,3812.51,73.4,,renewal at risk,trial,56,2024-08-13 21:25:00,email,true
CUST-000811-3171,"Oct 11, 2023",Poland,4147.37,65.6,,follow up next quarter,free,67,2024-06-20 03:20:00,organic,true
CUST-000812-5779,2024-06-17,pl ,817.34,78.0,,renewal at risk,enterprise,66,2025-11-05 03:21:00,email,false
CUST-000813-2823,2023-03-18,PL,1865.55,62.2,,expansion opportunity,enterprise,43,2023-10-28 09:34:00,organic,true
CUST-000814-9860,15/06/2024,UA,399.08,74.7,,needs onboarding call,pro,44,2025-12-24 03:44:00,organic,true
CUST-000815-4980,14/04/2024,US,1029.04,73.3,alex815@mail.test,renewal at risk,pro,70,2024-08-26 16:21:00,social,false
CUST-000816-2624,2024-10-20,UA,4005.56,67.2,,high-value lead,pro,70,2025-10-27 18:55:00,organic,false
CUST-000817-6796,12/04/2024,DE,2346.68,67.4,,renewal at risk,enterprise,18,2024-12-17 13:56:00,social,true
CUST-000818-6183,"Dec 25, 2023",PL,74.86,68.4,kasia818@corp.io,renewal at risk,pro,50,2024-01-28 20:38:00,organic,true
CUST-000819-3249,29/09/2023,UA,2761.85,76.3,,follow up next quarter,pro,71,2024-01-12 06:43:00,referral,false
CUST-000820-4481,"Mar 13, 2023",POL,2325.71,69.3,,needs onboarding call,pro,57,2023-12-24 16:58:00,organic,false
CUST-000821-3131,2023-09-20,UA,2021.95,70.7,,high-value lead,pro,63,2024-08-22 15:48:00,organic,true
CUST-000822-1022,2024-07-25,poland,3814.48,68.7,,expansion opportunity,enterprise,68,2025-03-30 05:08:00,referral,false
CUST-000823-3810,"Nov 01, 2024",US,3692.47,83.3,,needs onboarding call,enterprise,32,2026-04-09 03:07:00,organic,false
CUST-000824-3498,2023-07-17,UA,,70.9,,follow up next quarter,free,22,2024-07-06 09:10:00,social,true
CUST-000825-1792,21/12/2024,DE,158.56,77.8,,renewal at risk,pro,38,2025-10-13 08:28:00,paid,true
CUST-000826-9384,"Mar 02, 2024",DE,1371.08,78.5,,champion in finance team,trial,61,2025-07-01 16:05:00,paid,true
CUST-000827-3596,"Apr 09, 2024",PL,4412.43,76.2,maria827@biz.dev,expansion opportunity,pro,41,2024-07-19 06:00:00,organic,true
CUST-000828-9102,02/09/2024,UA,217.74,66.5,,follow up next quarter,enterprise,64,2026-04-24 08:44:00,email,false
CUST-000829-3424,"Dec 24, 2024",poland,633.82,56.6,alex829@corp.io,needs onboarding call,free,33,2025-05-24 15:47:00,organic,true
CUST-000830-4664,"Oct 16, 2024",PL,680.74,79.0,kasia830@biz.dev,expansion opportunity,trial,39,2026-03-11 04:28:00,organic,false
CUST-000831-7902,07/09/2024,DE,2432.15,72.2,maria831@biz.dev,high-value lead,trial,60,2025-12-11 22:04:00,referral,false
CUST-000832-6638,"Apr 24, 2023",US,744.23,79.5,ivan832@example.com,expansion opportunity,free,44,2023-07-30 01:06:00,referral,true
CUST-000833-5855,"Feb 10, 2023",UA,1907.82,71.1,,needs onboarding call,free,64,2023-10-29 12:32:00,referral,true
CUST-000834-4452,2024-02-06,UA,1438.09,65.1,,renewal at risk,trial,58,2024-10-11 19:46:00,paid,false
CUST-000835-5913,28/12/2023,PL,1859.40,76.8,,renewal at risk,trial,20,2024-09-09 17:56:00,organic,true
CUST-000836-1537,"Jul 28, 2024",US,N/A,71.8,,champion in finance team,enterprise,70,2024-11-30 10:39:00,social,false
CUST-000837-7052,"Sep 28, 2024",PL,804.23,66.0,alex837@corp.io,needs onboarding call,free,65,2025-06-05 18:55:00,paid,false
CUST-000838-8268,22/08/2024,DE,1209.26,65.1,,high-value lead,free,40,2026-04-14 05:20:00,paid,false
CUST-000839-8711,18/01/2024,DE,3662.87,75.5,tom839@biz.dev,renewal at risk,trial,26,2024-05-05 17:46:00,organic,false
CUST-000840-1486,2023-08-11,PL,2414.30,80.8,,champion in finance team,free,50,2025-01-23 23:13:00,email,true
CUST-000841-4681,04/10/2023,DE,1431.64,59.8,kasia841@biz.dev,renewal at risk,free,45,2025-02-11 23:06:00,social,false
CUST-000842-8144,2023-03-09,US,406.16,65.7,,follow up next quarter,enterprise,40,2023-04-07 22:13:00,social,true
CUST-000843-2098,"Feb 25, 2024",UA,2762.51,58.5,,expansion opportunity,enterprise,25,2024-03-09 14:57:00,social,true
CUST-000844-7445,12/06/2024,UA,272.36,55.3,kasia844@biz.dev,champion in finance team,free,53,2024-07-22 10:58:00,social,true
CUST-000845-6301,2024-11-16,US,2643.92,67.3,lena845@example.com,follow up next quarter,trial,32,2025-06-13 20:49:00,referral,true
CUST-000846-8679,"Jul 31, 2024",UA,2730.45,70.7,,renewal at risk,pro,42,2025-08-11 01:32:00,organic,false
CUST-000847-3494,"Feb 11, 2023",POL,335.73,76.2,,high-value lead,free,43,2023-12-14 22:25:00,referral,true
CUST-000848-8255,20/07/2024,US,3286.75,81.0,,follow up next quarter,pro,67,2024-07-28 16:35:00,paid,true
CUST-000849-2538,2023-12-31,US,653.63,60.5,,follow up next quarter,trial,19,2024-03-25 08:31:00,organic,true
CUST-000850-1043,29/08/2023,pl ,3906.12,29.5,,needs onboarding call,trial,19,2024-03-05 01:38:00,social,true
CUST-000851-1289,16/11/2024,DE,304.43,76.0,,champion in finance team,free,64,2025-07-04 21:57:00,referral,true
CUST-000852-9418,"Oct 15, 2023",DE,1816.91,63.8,,champion in finance team,enterprise,73,2024-05-11 18:15:00,social,true
CUST-000853-9824,"Feb 29, 2024",PL,4639.41,79.1,,high-value lead,free,44,2024-10-30 20:46:00,paid,true
CUST-000854-3935,23/09/2023,DE,1268.58,72.6,kasia854@corp.io,high-value lead,free,40,2025-03-07 21:51:00,referral,true
CUST-000855-3481,"Jun 23, 2023",US,2632.57,70.6,,needs onboarding call,enterprise,37,2023-11-08 12:52:00,paid,true
CUST-000856-5899,23/01/2023,UA,2592.49,60.4,,needs onboarding call,enterprise,42,2023-05-20 04:51:00,email,true
CUST-000857-4835,2024-09-06,UA,448.39,73.1,,needs onboarding call,pro,66,2025-07-08 01:47:00,organic,true
CUST-000858-9069,"Dec 10, 2024",DE,N/A,67.5,,champion in finance team,trial,46,2025-01-19 02:27:00,email,true
CUST-000859-6304,2023-07-05,US,,76.6,ivan859@biz.dev,needs onboarding call,trial,52,2025-02-20 00:47:00,email,false
CUST-000860-4350,"Feb 22, 2024",DE,4458.32,57.1,,follow up next quarter,pro,25,2025-10-08 20:07:00,email,true
CUST-000861-6070,"Dec 11, 2023",UA,2391.90,72.1,,high-value lead,trial,47,2024-05-17 12:13:00,social,true
CUST-000862-6228,"Dec 27, 2023",UA,2343.79,75.4,,renewal at risk,free,65,2024-07-15 12:25:00,paid,true
CUST-000863-6644,21/08/2024,UA,432.20,70.6,,high-value lead,enterprise,50,2024-11-08 10:11:00,email,true
CUST-000864-4235,04/03/2024,UA,1167.03,57.5,,high-value lead,enterprise,36,2025-01-06 03:14:00,paid,false
CUST-000865-9024,"Mar 03, 2023",US,3060.47,65.5,,follow up next quarter,pro,33,2023-11-22 00:24:00,paid,false
CUST-000866-7937,"Jun 11, 2024",PL,1402.83,72.0,,renewal at risk,enterprise,24,2026-01-16 02:07:00,email,true
CUST-000867-4777,"Feb 07, 2023",poland,2972.58,76.0,ivan867@corp.io,needs onboarding call,free,40,2024-07-06 15:55:00,social,true
CUST-000868-6020,"Jun 08, 2024",US,N/A,63.1,,high-value lead,pro,57,2025-06-01 19:50:00,organic,true
CUST-000869-1472,"Jul 04, 2023",PL,3469.83,61.8,,high-value lead,pro,46,2024-06-17 04:35:00,social,false
CUST-000870-3820,02/02/2023,UA,2004.11,67.1,kasia870@corp.io,needs onboarding call,free,59,2023-02-03 11:43:00,social,false
CUST-000871-4830,2023-10-03,DE,1128.02,69.1,anna871@example.com,expansion opportunity,enterprise,45,2025-02-19 16:37:00,email,true
CUST-000872-9932,"Jul 26, 2023",US,4828.38,67.3,,renewal at risk,free,54,2023-11-06 20:02:00,paid,false
CUST-000873-1486,2024-11-18,UA,244.36,58.4,,high-value lead,free,28,2026-06-07 19:59:00,organic,true
CUST-000874-5023,27/09/2024,PL,21.11,75.6,,high-value lead,trial,26,2025-02-18 14:31:00,organic,true
CUST-000875-7217,16/11/2024,UA,N/A,75.2,,expansion opportunity,free,27,2026-05-26 09:27:00,email,true
CUST-000876-5715,08/12/2023,PL,4299.66,71.9,,expansion opportunity,enterprise,37,2025-03-19 17:32:00,paid,false
CUST-000877-4105,20/11/2024,DE,2497.73,78.7,lena877@corp.io,champion in finance team,enterprise,19,2025-08-14 08:58:00,email,true
CUST-000878-1869,2023-11-06,UA,3739.09,81.3,,champion in finance team,free,33,2024-12-07 07:55:00,social,true
CUST-000879-4220,30/09/2023,UA,4331.31,78.5,ivan879@example.com,expansion opportunity,enterprise,53,2024-11-13 07:15:00,referral,false
CUST-000880-7707,2024-04-21,PL,2064.06,62.3,,champion in finance team,enterprise,75,2024-07-08 06:32:00,paid,true
CUST-000881-1860,"Mar 16, 2024",POL,N/A,68.7,,expansion opportunity,free,75,2025-03-04 03:48:00,social,true
CUST-000882-3609,05/10/2023,DE,3211.41,63.2,,follow up next quarter,free,41,2025-05-02 23:02:00,email,true
CUST-000883-4759,23/02/2023,UA,1083.90,68.4,,expansion opportunity,free,34,2023-05-16 04:05:00,paid,false
CUST-000884-7990,20/11/2023,PL,2823.64,66.5,piotr884@example.com,high-value lead,pro,71,2024-01-10 14:47:00,email,true
CUST-000885-1079,"Nov 26, 2024",US,1799.89,80.7,,champion in finance team,trial,28,2025-02-10 00:18:00,referral,true
CUST-000886-4962,29/05/2024,US,772.32,66.3,tom886@biz.dev,high-value lead,trial,57,2024-06-07 20:11:00,email,false
CUST-000887-3301,2023-12-31,DE,3938.21,65.4,,champion in finance team,free,62,2025-03-11 07:33:00,paid,false
CUST-000888-9073,09/08/2024,US,427.42,57.0,ivan888@corp.io,champion in finance team,trial,18,2024-11-29 16:28:00,social,true
CUST-000889-7907,23/06/2023,PL,4323.99,73.4,,champion in finance team,pro,58,2024-04-26 19:09:00,social,true
CUST-000890-9923,01/12/2023,US,1205.25,72.9,,expansion opportunity,pro,64,2024-02-24 19:29:00,organic,true
CUST-000891-1912,17/08/2024,POL,N/A,60.0,,follow up next quarter,trial,38,2025-04-22 01:00:00,referral,false
CUST-000892-3688,2024-01-23,pl ,4115.39,78.2,,expansion opportunity,trial,73,2025-06-28 10:05:00,paid,true
CUST-000893-5648,2023-03-14,US,277.41,61.1,,needs onboarding call,free,68,2024-01-23 16:48:00,email,true
CUST-000894-2677,"Jan 31, 2023",UA,3331.07,80.3,,renewal at risk,pro,73,2023-03-01 10:16:00,referral,true
CUST-000895-4159,2024-11-06,US,1647.96,65.3,,follow up next quarter,trial,35,2026-01-29 07:12:00,organic,true
CUST-000896-3702,16/06/2024,US,819.97,61.4,,expansion opportunity,pro,67,2025-07-02 01:27:00,paid,true
CUST-000897-2849,"Mar 28, 2023",US,1577.14,69.7,alex897@mail.test,champion in finance team,pro,27,2023-08-07 08:09:00,paid,true
CUST-000898-1905,2023-09-05,DE,3047.77,70.6,,expansion opportunity,pro,33,2024-10-31 13:19:00,referral,false
CUST-000899-6955,2024-06-25,UA,4876.39,71.9,ivan899@biz.dev,expansion opportunity,trial,32,2025-11-16 01:25:00,referral,true
CUST-000900-1939,14/07/2023,PL,,73.0,lena900@biz.dev,champion in finance team,free,26,2023-08-22 21:32:00,email,true
CUST-000901-3887,2024-01-02,UA,1264.35,69.5,,champion in finance team,free,51,2025-06-13 20:06:00,paid,false
CUST-000902-4115,07/05/2023,UA,1664.51,78.2,,needs onboarding call,pro,62,2024-12-19 13:40:00,paid,true
CUST-000903-6648,2023-10-25,PL,658.49,60.0,,renewal at risk,enterprise,21,2023-11-07 16:17:00,social,true
CUST-000904-8110,2023-05-29,UA,4076.11,73.0,,champion in finance team,free,50,2023-06-04 22:53:00,referral,true
CUST-000905-3882,2024-10-22,DE,3828.03,86.2,,renewal at risk,pro,45,2024-10-27 10:20:00,paid,true
CUST-000906-8305,"Apr 11, 2023",DE,4615.93,79.8,,needs onboarding call,pro,25,2023-12-23 07:16:00,referral,true
CUST-000907-7580,18/09/2024,UA,2054.49,57.6,kasia907@corp.io,expansion opportunity,free,50,2024-12-15 15:14:00,email,true
CUST-000908-2707,"Mar 24, 2023",UA,4882.37,63.2,maria908@example.com,champion in finance team,pro,38,2024-01-27 23:11:00,organic,true
CUST-000909-1962,02/07/2024,DE,3122.65,79.1,,needs onboarding call,free,38,2025-01-23 02:11:00,referral,true
CUST-000910-2033,2024-03-12,US,4731.41,83.8,kasia910@corp.io,follow up next quarter,pro,52,2025-06-26 01:59:00,paid,true
CUST-000911-3220,"Feb 25, 2023",US,543.57,68.5,,renewal at risk,pro,21,2024-06-01 03:24:00,email,true
CUST-000912-5215,18/02/2024,UA,1158.55,74.9,,high-value lead,trial,59,2024-06-24 15:51:00,paid,true
CUST-000913-1389,"May 16, 2023",POL,3396.42,74.9,,expansion opportunity,enterprise,47,2024-11-20 08:32:00,email,true
CUST-000914-7625,22/01/2023,DE,4090.36,53.9,,renewal at risk,enterprise,24,2023-12-27 16:39:00,paid,true
CUST-000915-6326,2024-12-19,US,1003.67,61.8,,champion in finance team,trial,36,2026-06-05 21:34:00,social,true
CUST-000916-2080,2024-03-20,UA,830.27,82.6,,champion in finance team,pro,61,2025-10-20 11:08:00,social,true
CUST-000917-9125,05/05/2023,PL,2075.81,75.8,,expansion opportunity,pro,60,2024-06-19 02:12:00,referral,true
CUST-000918-1078,"Jun 04, 2024",US,4799.63,67.4,,expansion opportunity,enterprise,32,2025-10-19 10:43:00,organic,true
CUST-000919-2027,"Nov 01, 2023",US,2917.79,64.0,,renewal at risk,pro,32,2024-04-08 14:30:00,organic,false
CUST-000920-1539,2023-10-04,UA,3387.51,59.3,,follow up next quarter,enterprise,59,2025-02-10 00:08:00,email,true
CUST-000921-3571,17/04/2024,PL,2503.97,79.1,maria921@example.com,follow up next quarter,trial,41,2025-09-30 17:33:00,social,true
CUST-000922-2135,2023-12-15,PL,1742.61,65.0,,needs onboarding call,enterprise,29,2024-02-28 18:44:00,social,true
CUST-000923-6438,"Oct 02, 2024",UA,3781.11,68.2,,champion in finance team,enterprise,66,2025-04-15 13:31:00,organic,true
CUST-000924-8916,21/02/2023,Poland,4795.66,68.8,,high-value lead,pro,34,2023-04-02 21:44:00,organic,true
CUST-000925-7876,"Jun 25, 2023",pl ,1824.12,50.7,piotr925@example.com,high-value lead,pro,69,2024-05-19 13:25:00,social,false
CUST-000926-4454,2024-10-23,US,2500.39,75.6,,needs onboarding call,pro,44,2025-04-15 15:01:00,paid,true
CUST-000927-6785,15/05/2024,DE,4690.77,60.5,,needs onboarding call,enterprise,75,2024-06-08 00:04:00,email,true
CUST-000928-6951,"Feb 14, 2023",PL,614.45,64.0,lena928@mail.test,expansion opportunity,trial,43,2024-02-10 14:53:00,email,false
CUST-000929-9128,"Feb 11, 2023",US,2960.45,73.2,,expansion opportunity,pro,67,2023-09-22 20:49:00,paid,true
CUST-000930-7216,2023-12-28,PL,358.03,77.4,,follow up next quarter,trial,35,2024-02-22 14:19:00,paid,false
CUST-000931-4801,"Jan 31, 2024",DE,N/A,67.5,,follow up next quarter,free,69,2024-08-18 08:20:00,paid,true
CUST-000932-4441,"Jan 14, 2024",DE,4744.69,69.1,tom932@example.com,needs onboarding call,free,58,2025-01-06 07:14:00,paid,false
CUST-000933-3696,2024-01-17,US,,67.6,,champion in finance team,free,24,2025-03-24 10:23:00,organic,true
CUST-000934-2754,10/01/2023,US,1986.71,69.9,,follow up next quarter,trial,50,2023-11-26 06:41:00,paid,true
CUST-000935-2810,"Nov 06, 2023",PL,672.73,67.6,,champion in finance team,free,58,2024-06-18 07:37:00,email,true
CUST-000936-8658,2023-07-17,DE,1153.64,67.9,,expansion opportunity,free,42,2024-05-07 21:19:00,organic,false
CUST-000937-5902,20/01/2023,US,3725.99,68.6,,champion in finance team,free,29,2023-03-06 03:30:00,organic,true
CUST-000938-3767,2023-11-08,US,4996.48,68.5,,follow up next quarter,free,44,2024-11-06 18:44:00,social,true
CUST-000939-1937,29/06/2024,UA,N/A,59.2,,renewal at risk,trial,28,2024-08-08 07:13:00,email,false
CUST-000940-9508,"Feb 06, 2024",PL,2811.17,73.3,,follow up next quarter,pro,53,2024-11-26 19:04:00,social,true
CUST-000941-8257,"Jun 25, 2023",PL,1360.12,79.6,,needs onboarding call,pro,56,2024-12-27 23:36:00,organic,false
CUST-000942-6160,24/01/2024,pl ,N/A,76.7,,champion in finance team,enterprise,18,2024-02-16 14:58:00,organic,true
CUST-000943-3233,2023-08-08,UA,3101.99,83.4,,renewal at risk,trial,75,2024-11-28 06:47:00,social,true
CUST-000944-8022,2024-01-10,PL,N/A,77.6,,renewal at risk,enterprise,60,2024-11-30 16:13:00,organic,true
CUST-000945-2983,12/04/2023,US,2568.68,72.5,,follow up next quarter,trial,49,2023-12-11 05:46:00,referral,true
CUST-000946-6065,2023-09-02,DE,2957.43,67.0,,renewal at risk,enterprise,55,2025-03-25 09:17:00,paid,false
CUST-000947-9861,2024-10-13,UA,2711.99,77.1,,expansion opportunity,enterprise,47,2025-12-19 05:11:00,email,true
CUST-000948-8996,"Mar 31, 2023",UA,2856.93,70.0,,renewal at risk,free,40,2024-11-11 22:08:00,social,false
CUST-000949-3319,2024-12-30,UA,2938.46,71.2,alex949@mail.test,needs onboarding call,trial,26,2025-04-01 08:58:00,paid,false
CUST-000950-9641,20/05/2023,UA,,69.5,,renewal at risk,trial,69,2024-12-01 05:45:00,email,true
CUST-000951-9248,2024-03-23,DE,3954.45,64.6,maria951@corp.io,follow up next quarter,trial,33,2025-05-21 18:41:00,email,true
CUST-000952-5985,10/02/2023,DE,1324.46,64.9,,renewal at risk,free,62,2023-08-03 16:13:00,referral,false
CUST-000953-4317,20/01/2023,US,4609.82,76.4,,follow up next quarter,pro,33,2023-11-05 01:18:00,social,true
CUST-000954-5392,2024-11-05,UA,3265.73,80.8,,follow up next quarter,trial,21,2024-12-20 11:11:00,organic,true
CUST-000955-3082,"Apr 16, 2023",UA,2424.96,61.4,,follow up next quarter,pro,34,2023-07-12 13:05:00,organic,true
CUST-000956-5831,07/07/2023,UA,1384.52,67.2,alex956@corp.io,champion in finance team,pro,42,2023-10-25 10:44:00,organic,true
CUST-000957-2192,2023-08-19,DE,3797.68,68.6,,needs onboarding call,enterprise,54,2025-02-04 02:31:00,referral,true
CUST-000958-9119,2023-04-03,DE,38.78,73.1,kasia958@example.com,champion in finance team,trial,34,2024-01-28 08:05:00,organic,false
CUST-000959-9633,2023-10-16,PL,2299.12,69.7,,needs onboarding call,trial,34,2025-02-02 09:47:00,paid,false
CUST-000960-5229,"Jul 06, 2024",PL,3817.41,81.4,,renewal at risk,free,57,2025-08-13 00:58:00,referral,true
CUST-000961-8152,04/01/2023,PL,3098.62,62.2,,champion in finance team,free,61,2023-03-08 00:22:00,paid,false
CUST-000962-4908,"Apr 25, 2023",UA,454.28,68.0,,high-value lead,pro,61,2023-06-01 05:28:00,paid,false
CUST-000963-3706,"Jul 27, 2024",UA,133.98,67.9,tom963@mail.test,high-value lead,enterprise,38,2026-02-16 11:03:00,referral,true
CUST-000964-4727,"Apr 30, 2024",UA,594.42,74.0,,renewal at risk,free,43,2025-02-21 03:38:00,paid,true
CUST-000965-4712,2024-01-30,US,3805.28,75.4,,high-value lead,trial,18,2024-05-05 08:06:00,email,false
CUST-000966-2756,2023-06-04,US,1214.43,58.7,lena966@biz.dev,renewal at risk,pro,67,2024-10-13 07:59:00,paid,false
CUST-000967-9652,"Feb 22, 2023",PL,2495.31,76.2,piotr967@corp.io,expansion opportunity,free,65,2023-06-26 01:20:00,paid,true
CUST-000968-3441,14/10/2023,US,3069.00,63.6,lena968@corp.io,renewal at risk,free,52,2025-02-11 08:15:00,paid,true
CUST-000969-5658,2024-11-13,US,1515.32,84.2,tom969@example.com,renewal at risk,free,36,2025-02-13 23:07:00,referral,true
CUST-000970-2274,15/11/2023,PL,3864.84,71.5,,renewal at risk,free,20,2023-11-25 00:45:00,email,false
CUST-000971-2326,2024-06-22,POL,1129.88,68.4,,needs onboarding call,free,19,2025-03-05 08:09:00,referral,true
CUST-000972-2964,"Sep 12, 2023",UA,3126.66,63.1,,champion in finance team,free,18,2024-01-14 09:04:00,referral,true
CUST-000973-5459,31/01/2023,US,N/A,73.6,,renewal at risk,free,33,2024-06-26 10:30:00,email,false
CUST-000974-6101,"Nov 25, 2024",PL,2046.42,65.7,,renewal at risk,enterprise,49,2025-07-23 02:49:00,email,false
CUST-000975-7229,30/06/2024,DE,2259.75,72.3,anna975@mail.test,high-value lead,trial,23,2024-08-11 18:30:00,referral,true
CUST-000976-3497,"Dec 10, 2024",PL,2082.36,72.1,,needs onboarding call,pro,67,2025-01-03 03:02:00,email,true
CUST-000977-7678,"Nov 07, 2024",DE,2875.03,64.9,,high-value lead,enterprise,59,2024-12-17 06:27:00,email,true
CUST-000978-5814,27/10/2024,UA,4710.11,55.3,,expansion opportunity,enterprise,28,2026-01-17 14:35:00,social,false
CUST-000979-6493,"Mar 04, 2023",PL,1089.18,66.0,,follow up next quarter,pro,75,2023-09-28 16:18:00,referral,false
CUST-000980-2340,28/06/2024,PL,1555.97,72.7,,needs onboarding call,pro,49,2025-09-06 04:20:00,social,true
CUST-000981-5472,29/04/2023,US,1459.88,67.9,,expansion opportunity,pro,36,2024-11-17 17:05:00,email,true
CUST-000982-2223,"Aug 22, 2023",PL,1126.92,70.8,kasia982@corp.io,needs onboarding call,free,34,2024-08-01 00:17:00,referral,true
CUST-000983-1469,02/07/2024,UA,,78.8,maria983@biz.dev,renewal at risk,free,68,2025-09-17 13:24:00,email,true
CUST-000984-4224,2023-12-07,US,219.21,71.9,,champion in finance team,enterprise,47,2024-10-21 21:09:00,email,true
CUST-000985-1472,2023-11-27,PL,4182.52,69.7,,follow up next quarter,enterprise,45,2024-02-24 00:48:00,social,true
CUST-000986-3965,"Sep 22, 2024",UA,4255.04,85.0,,needs onboarding call,enterprise,26,2025-04-17 09:58:00,social,true
CUST-000987-1466,"Jul 07, 2024",DE,2096.57,70.4,,follow up next quarter,pro,36,2024-09-07 15:43:00,organic,true
CUST-000988-8506,12/08/2024,DE,747.94,66.0,,champion in finance team,trial,35,2025-07-19 13:17:00,email,false
CUST-000989-1128,"Nov 06, 2024",DE,3722.70,69.9,,follow up next quarter,pro,52,2026-06-04 17:01:00,email,false
CUST-000990-8436,03/09/2024,DE,1147.17,69.4,,renewal at risk,free,39,2024-10-21 05:00:00,organic,false
CUST-000991-1149,"Jan 05, 2024",POL,815.34,60.4,,follow up next quarter,pro,53,2024-09-25 15:19:00,paid,false
CUST-000992-2124,05/01/2024,DE,75.24,69.2,,follow up next quarter,free,46,2024-05-22 15:56:00,social,false
CUST-000993-8840,2024-07-01,PL,4172.38,73.6,,follow up next quarter,free,48,2025-01-08 21:45:00,email,true
CUST-000994-2764,14/02/2023,DE,4875.00,74.8,,high-value lead,enterprise,64,2024-05-26 09:44:00,referral,true
CUST-000995-2521,31/07/2023,UA,4017.04,78.6,,high-value lead,pro,22,2024-01-02 21:58:00,paid,true
CUST-000996-5532,"Mar 20, 2024",DE,1145.10,61.2,,follow up next quarter,trial,38,2024-09-09 12:39:00,organic,true
CUST-000997-7211,2023-10-19,pl ,2433.00,70.7,,needs onboarding call,trial,30,2024-02-17 01:34:00,paid,false
CUST-000998-5343,2023-05-08,PL,2835.00,58.3,piotr998@mail.test,follow up next quarter,trial,39,2024-03-15 08:00:00,social,true
CUST-000999-4800,2023-07-09,UA,2495.03,74.6,,expansion opportunity,enterprise,33,2024-09-23 06:15:00,referral,true
CUST-001000-2583,2023-02-06,PL,2883.13,73.3,maria1000@mail.test,champion in finance team,enterprise,30,2023-12-31 05:02:00,paid,false
CUST-001001-6011,"Feb 24, 2023",US,4835.06,72.7,ivan1001@biz.dev,expansion opportunity,pro,59,2023-09-13 19:16:00,social,false
CUST-001002-3310,"Feb 09, 2023",US,4930.32,67.1,,needs onboarding call,trial,60,2023-07-16 22:08:00,organic,true
CUST-001003-8927,11/12/2023,US,3831.94,75.1,,renewal at risk,free,34,2024-06-12 06:10:00,email,true
CUST-001004-5683,"Jul 29, 2023",DE,N/A,74.3,kasia1004@corp.io,high-value lead,trial,25,2024-03-25 09:40:00,referral,false
CUST-001005-7222,"May 31, 2023",US,3136.61,71.6,ivan1005@mail.test,high-value lead,trial,48,2023-07-12 17:53:00,referral,true
CUST-001006-7799,2024-07-05,US,2283.48,58.8,,high-value lead,trial,29,2025-08-28 12:04:00,organic,true
CUST-001007-4586,2023-06-13,UA,3959.46,79.6,piotr1007@biz.dev,follow up next quarter,pro,47,2023-12-22 21:54:00,referral,false
CUST-001008-4973,2023-06-03,UA,3641.88,74.8,,high-value lead,enterprise,71,2024-11-14 19:56:00,paid,true
CUST-001009-4997,2024-04-29,US,3118.57,68.8,alex1009@example.com,needs onboarding call,trial,39,2024-05-03 23:13:00,paid,false
CUST-001010-3655,"Oct 15, 2024",DE,2031.18,56.7,,expansion opportunity,free,63,2025-09-15 05:30:00,social,true
CUST-001011-5124,"May 18, 2024",UA,2473.39,73.2,,expansion opportunity,enterprise,25,2024-12-01 17:11:00,social,true
CUST-001012-6586,04/10/2024,DE,2000.41,63.5,,expansion opportunity,enterprise,51,2025-05-07 06:04:00,organic,true
CUST-001013-3373,20/09/2023,DE,878.89,51.5,,champion in finance team,pro,33,2023-11-11 22:03:00,social,true
